match id,team1,team1_id,team1_roster_ids,team2,team2_id,team2_roster_ids,winner,winner_id,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,team_count_50runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,winner_01,team_winp_last14,team_avg_bowling_last15,team_avg_balls_faced_last15,team_count_4runs_last15,team_count_6runs_last15,team_avg_strike_rate_last15,team_avg_runs_last15,team_runs_consistency_last15,team_rating,team_avg_win_by_runs_last_n,team_avg_win_by_wickets_last_n,team_weighted_avg_win_amount,boundary_percentage,strike_rate_consistency,avg_wicket_count,avg_economy,avg_maiden
9433857,Ge,7608,3220566.0:4898074.0:6988596.0:8048074.0:5229230.0:2667027.0:2437091.0:2083227.0:2538983.0:7987237.0:1707628.0,He,7727,4223883.0:2076192.0:8271913.0:5241564.0:1482998.0:3162487.0:2020332.0:1482249.0:2173688.0:5788418.0:8833075.0,He,7727,He,field,Te Re Bl Sn,Southampton,02-07-2023,day match,Vy Bt,2023,8301,0.071428571,33.33,151.6,1,0.461354782,0.681818182,0.188894937,0.206896552,0.102040816,0.99143178,0.791068913,0.488263536,0.761771058,0.275510204,0.698412698,0.308897243,0.988242649,0.774099509,0.654761905,1.029999909,1.00728988
9087182,Ed,20,2162782.0:1749075.0:62432.0:2827327.0:6381962.0:2178119.0:4640824.0:1655436.0:1730658.0:2461129.0:1711492.0,Nw Zd,48,6718326.0:2653993.0:1945355.0:5764576.0:2486896.0:2672214.0:3519011.0:3913475.0:1626561.0:3456424.0:1945397.0,Ed,20,Ed,bat,Be Ct Gd Wa Be,Brisbane,01-11-2022,night match,Nw Zd tr of Aa,2022/23,1476,2,0,163.875,0,1,0.771962617,1.173253925,1.441489362,1.407407407,1.184620443,1.407825407,1.290264208,0.881060756,0.658187599,1.333333333,0.702327885,1.029338619,0.893780625,0.792307692,0.984678562,1.004506641
9433619,Dm,6838,3293520.0:3225305.0:7651650.0:6257698.0:4174932.0:3501889.0:1858961.0:6402374.0:3218340.0:5231218.0:4167946.0,Bm Bs,10366,3612286.0:7681869.0:2275195.0:8210789.0:8044112.0:8364726.0:4051396.0:1730658.0:4769148.0:2170762.0:3245689.0,Bm Bs,10366,Bm Bs,field,Re Gd Cr le St,Chester-le-Street,20-06-2023,day/night match,Vy Bt,2023,7286,0.25,50,153.7666667,1,0.385792914,16.7366548,0.825360668,0.693989071,0.692307692,0.917533396,0.851965222,0.619740778,0.859371362,0.49870801,0.78,0.521015067,0.964180238,0.839466823,1.090909091,0.970656571,1.000509944
9433465,He,7727,4223883.0:2076192.0:8822729.0:5241564.0:2020332.0:3162487.0:1482998.0:2173688.0:5788418.0:4626236.0:8833075.0,Kt,8056,8822715.0:2958164.0:87191.0:2083409.0:7787772.0:3620756.0:3373138.0:7687315.0:7732934.0:1905847.0:1929619.0,Kt,8056,Kt,field,St Le Gd Cy,Canterbury,09-06-2023,day/night match,Vy Bt,2023,342,0.533333333,50,159.1,1,3.865804726,0.847040997,0.976418101,1.019230769,1,1.026257011,0.981372104,1.032541663,1.0716946,1.237373737,1.351351351,1.244057052,1.006151021,1.06354609,0.796116505,1.006867745,0.984375
9856748,Ze,76,6572726.0:4996690.0:7500401.0:7859984.0:3471761.0:7321194.0:5643686.0:3788581.0:4001934.0:5643700.0:5789370.0,Id,216,2123974.0:2124002.0:6496412.0:6729862.0:4171460.0:2436251.0:3685100.0:7695666.0:2436426.0:2550414.0:6496482.0,Id,216,Id,field,He Ss Cb,Harare,10-12-2023,day match,Id tr of Ze,2023/24,1833,0.571428571,100,145.3076923,1,2.167529284,0.942198309,0.575966851,0.539473684,0.315789474,0.882238795,0.783932852,0.824740162,0.967965575,0.933933934,0.546666667,0.883376849,0.974873306,1.14413336,0.815533981,0.985680062,1.02173913
9388378,Wn,18570,6718326.0:3913447.0:6718382.0:8187878.0:6718410.0:9036516.0:7907486.0:3156033.0:3083667.0:4950294.0:4950266.0,Oo,18360,2319638.0:6317142.0:4172706.0:4950252.0:7918280.0:2666705.0:8444855.0:3834375.0:7907479.0:4195827.0:4359417.0,Wn,18570,Oo,field,Bn Re Wn,Wellington,24-12-2022,day match,Sr Sh,2022/23,825,2.333333333,100,155.625,0,8.020884521,5.071119357,1.720130933,1.585365854,2.65,1.057100059,1.191686251,1.124090558,1.171208721,10.73333333,3.4,7.282352941,1.009862097,0.95191945,1.361702128,0.873302962,1.02484472
8950843,Ia,55,7422673.0:5043310.0:4497646.0:6521080.0:4377610.0:210328.0:3882850.0:2733380.0:2282125.0:4859490.0:3011735.0,Sh Aa,34,2654014.0:2604825.0:2294823.0:2364543.0:3057312.0:2252452.0:4874820.0:1874081.0:3373866.0:3794174.0:2654028.0,Ia,55,Sh Aa,field,Sa Ct An Sm Rt,Rajkot,17-06-2022,night match,Sh Aa tr of Ia,2022,16820,0.923076923,50,,0,0.835313113,0.910366552,1.241810602,1.390532544,1.324324324,1.097419811,1.000006558,1.009980793,1.095747456,1.579908676,0.901408451,1.459324155,1.040541809,1.117734887,0.981481481,1.007823663,0.99757085
9128391,Pb Ks,30407,2789079.0:197658.0:2398346.0:2827327.0:9047527.0:5038046.0:8180500.0:5744850.0:7453697.0:3851518.0:7881845.0,Ka Kt Rs,30400,1945425.0:5959834.0:4497646.0:2083409.0:4231702.0:1934099.0:1613919.0:1626561.0:2632825.0:7758638.0:7558949.0,Ka Kt Rs,30400,Ka Kt Rs,field,We Sm Mi,Mumbai,01-04-2022,night match,In Pr Le,2022,5004,0.769230769,50,164.3333333,1,0.671772094,0.999360082,1.03264095,0.963350785,1.287234043,1.09466332,0.982073579,1.017132476,0.941142693,0.522522523,0.603448276,0.543429844,0.997563148,1.124779457,1.070707071,1.056664371,1.015944355
9657038,Ba,825,4397665.0:8142231.0:2160983.0:2331034.0:7753794.0:7753822.0:4098065.0:4462359.0:8385838.0:7629579.0:8089045.0,Ua,251,1634709.0:3719197.0:9663968.0:7906968.0:8246440.0:5120674.0:2943443.0:6496776.0:8964843.0:7753549.0:8246419.0,Ua,251,Ba,bat,Ga Cb Gd Ni,Nairobi,17-06-2023,day match,Ua tr of Ka,2023,4913,0.5,0,126,1,0.313933832,0.582542694,0.007462687,0.05,0.25,0.008599192,0.035175879,0.041227834,0.930968097,0.636904762,0.306122449,0.583056478,0.900530694,0.706951913,0.578947368,0.959804291,0.894736842
9489479,Sn Be,46738,6718326.0:2653993.0:2076192.0:4170186.0:2658431.0:3519011.0:4504044.0:2022957.0:8845850.0:3252395.0:3214812.0,Mr Os,46766,4685568.0:2162782.0:4489722.0:1798705.0:3573723.0:325814.0:6364588.0:6019306.0:6496482.0:8907338.0:3312350.0,Mr Os,46766,Mr Os,field,Kn Ol Ln,London,26-08-2023,night match,Te Hd Ms Cn,2023,328,0.578947368,50,160.5333333,1,1.724721001,1.85510561,1.050535077,0.948051948,0.865979381,0.977951707,0.735017288,0.710213512,0.952830189,0.401515152,2.058823529,0.644396552,0.983378629,,1.486486486,0.953096159,1.001668335
9680215,Ja Ks,47501,6818622.0:5490582.0:6930230.0:2252452.0:4571244.0:1634611.0:8067002.0:8072056.0:7968225.0:6686658.0:6799456.0,Be Ky,49657,3585350.0:2104409.0:5490666.0:4857838.0:5490624.0:348361.0:3459623.0:3865077.0:2270519.0:2296195.0:6818776.0,Be Ky,49657,Be Ky,field,Pe Il Ct Sm,Kandy,05-08-2023,night match,La Pr Le,2023,17534,1.125,0,148.75,1,72.43,4.095095694,0.871610845,1.5,1.014925373,1.259333466,1.364111498,1.154945377,1.352524928,23.66666667,3.533333333,15.61333333,1.008678459,1.012076954,1.317460317,0.802660244,1.022263451
9516688,Gt Ts,48341,1958683.0:7491224.0:4377610.0:2252452.0:3339160.0:5554254.0:2966879.0:5452754.0:3759846.0:3373285.0:8277716.0:4690230.0,Lw Sr Gs,48334,2436405.0:2654014.0:3479860.0:2275097.0:4230127.0:8058903.0:1626057.0:3299407.0:8228100.0:7924048.0:4859490.0:7491385.0,Gt Ts,48341,Lw Sr Gs,field,Na Mi Sm Ad,Ahmedabad,07-05-2023,day/night match,In Pr Le,2023,5893,1,100,160.4666667,0,1.122979016,0.989639615,1.252561784,1.252688172,0.871559633,0.992170108,1.122992505,0.994573879,0.919702411,0.52962963,2.259259259,0.637731481,0.960670831,0.759408507,1.008403361,1.027553974,0.986759964
9128636,Rl Cs Be,30393,1776627.0:313809.0:5765934.0:2275195.0:210328.0:8117990.0:5972868.0:5490666.0:2733380.0:2018001.0:6586824.0,Gt Ts,48341,1958683.0:7491224.0:8059029.0:4377610.0:2252452.0:2966879.0:5554254.0:1956828.0:4690230.0:3456424.0:3373285.0,Gt Ts,48341,Rl Cs Be,bat,Be Sm Mi,Mumbai,30-04-2022,day/night match,In Pr Le,2022,2764,2.666666667,0,178.8125,1,0.671052632,0.676558509,1.210716436,1.439306358,1.551724138,1.069584377,1.261931205,1.542240413,1.078514912,1.837837838,3.4,2.023809524,1.035540022,1.092163706,0.716814159,0.971214501,1.026226069
9680159,Ja Ks,47501,7882328.0:6818622.0:5490582.0:6930230.0:4571244.0:8067002.0:1634611.0:7968225.0:8072056.0:5551062.0:2625895.0,Co Ss,47487,3008291.0:2437021.0:7200598.0:7520344.0:2437049.0:3009642.0:4365878.0:4403601.0:8106629.0:3008179.0:8363578.0,Ja Ks,47501,Co Ss,field,R Pa Sm Co,Colombo,30-07-2023,night match,La Pr Le,2023,7041,0.9,100,132,0,2.167529284,1.015367991,0.658218126,0.838926174,1.771428571,1.441183207,1.279920148,1.022871947,1.197330238,2.929824561,1.285714286,2.650485437,1.041381028,1.155521488,0.971014493,1.003577446,1.040540541
9587045,To Kt Rs,36126,1585457.0:5940374.0:4230127.0:6496412.0:3715697.0:1934099.0:1613926.0:8069011.0:1613919.0:6489846.0:7759443.0,Ga An Ws,36084,8127230.0:3715690.0:4069666.0:7960847.0:4690188.0:4739552.0:4739580.0:2294823.0:5744850.0:4690328.0:284339.0,Ga An Ws,36084,Ga An Ws,field,Qs Pk Ol Pt of Sn Td,Port of Spain,05-09-2023,night match,Cn Pr Le,2023,1469,0.875,33.33,135.5,1,0.754385965,1.04767184,0.696180556,0.743902439,0.706293706,1.053773062,1.010090843,0.943219917,0.988769653,0.92358804,1.342857143,0.953751285,0.995079058,0.790809133,0.911111111,0.996460409,0.990277778
9433892,We,10576,3298427.0:7773338.0:3519011.0:3681957.0:7671313.0:2922611.0:5320118.0:4533682.0:7184232.0:7661996.0:6240632.0,He,7727,3935980.0:2076192.0:8271913.0:5241564.0:1482998.0:2020332.0:3162487.0:1482249.0:2173688.0:5788418.0:8833075.0,He,7727,He,field,Te Re Bl Sn,Southampton,07-07-2023,day/night match,Vy Bt,2023,8301,1.2,0,148.9666667,1,0.551212769,0.883767535,0.930875576,1.11875,1,1.018685829,1.232377857,1.131903438,0.825010762,0.467346939,0.788732394,0.495657568,1.020302163,,1.068181818,1.040055423,1.025384935
9433332,Kt,8056,8822715.0:2958164.0:87191.0:2083409.0:7787772.0:3620756.0:3373138.0:7810977.0:7687315.0:1905847.0:1929619.0,Sy,9876,6282856.0:1798705.0:4640824.0:2553529.0:7672657.0:3851658.0:2790675.0:2022957.0:3573723.0:1613919.0:7276380.0,Sy,9876,Kt,bat,St Le Gd Cy,Canterbury,04-06-2023,day match,Vy Bt,2023,342,1.6,40,158.5,1,0.385792914,0.5770342,1.132592593,0.949367089,0.912087912,0.837464329,1.125667152,1.265350322,1.079939668,1.455882353,0.578125,1.336864407,0.94883389,0.758475473,0.674418605,1.015683139,0.969665181
9084844,We,10576,3298427.0:5320118.0:62432.0:1626526.0:7773338.0:2922611.0:360086.0:4051396.0:8855594.0:7661996.0:6240632.0,Bm Bs,10366,2124002.0:8364726.0:3612286.0:3890963.0:3681957.0:8044112.0:3200756.0:3245689.0:7184666.0:2855138.0:2170762.0,We,10576,Bm Bs,field,Cy Gd Nw Rd Wr,Worcester,03-06-2022,day match,Vy Bt,2022,1525,0.916666667,50,157.4,0,0.754385965,1.20259434,1.090108401,0.928961749,0.911392405,0.922452753,1.206583341,1.039819377,0.873761748,0.394265233,1.151515152,0.449612403,0.976466165,0.981481542,1.150684932,1.166924347,1.038148843
9128454,Ci Sr Ks,30414,249087.0:7422673.0:62432.0:232000.0:5001170.0:1642738.0:196580.0:360086.0:2022957.0:7968225.0:7879829.0,Ss Hd,36014,7491294.0:1945355.0:3127354.0:4230127.0:4203499.0:2642751.0:5038018.0:2282125.0:4874820.0:8725709.0:5618038.0,Ss Hd,36014,Ss Hd,field,Dr DY Pl Ss Ay Mi,Mumbai,09-04-2022,day/night match,In Pr Le,2022,16540,1.25,100,148.3333333,1,2.273740526,2.480551302,1.191319246,1.281609195,1.397849462,1.09635425,1.019560755,1.047710645,1.176022835,10.21052632,1.483870968,5.663865546,1.042482578,1.210715798,1.746031746,1.011276324,0.990044798
9433738,Kt,8056,8822715.0:2958164.0:87191.0:7787772.0:2083409.0:3620756.0:3373138.0:7687315.0:6718844.0:7810977.0:1929619.0,Mx,8700,4421689.0:7752989.0:4489722.0:4005406.0:150093.0:7671166.0:7672874.0:7806378.0:4489708.0:8333989.0:8072861.0,Kt,8056,Mx,field,St Le Gd Cy,Canterbury,23-06-2023,day/night match,Vy Bt,2023,342,1.555555556,66.67,160.5333333,0,1.955416852,21.82004556,1.319112628,0.987261146,2.303030303,1.010691882,0.961829494,0.963985907,1.287199287,4.551724138,1.555555556,3.903903904,0.999356627,0.978424251,2.583333333,0.875223343,1.010526316
9087252,Nw Zd,48,6718326.0:2653993.0:1945355.0:5764576.0:2672214.0:2486896.0:3519011.0:1626561.0:3913475.0:3456424.0:1945397.0,Pn,62,2263736.0:2437021.0:8438926.0:1637320.0:3364234.0:2437049.0:6460614.0:8298779.0:8106629.0:8131255.0:7507303.0,Pn,62,Nw Zd,bat,Sy Ct Gd,Sydney,09-11-2022,night match,Pn tr of Aa,2022/23,937,0.6,33.33,152.5,1,1,1.111782246,0.955510617,0.807017544,1.25,1.015193455,0.766826948,0.726792876,1.181988304,1.833819242,0.622641509,1.626913779,1.018089767,1.145179682,1.358695652,1.106815831,1.013278856
9516639,Di Cs,30421,4685568.0:1539236.0:7491273.0:2231928.0:2034423.0:3882850.0:8779896.0:8410653.0:3373866.0:3914658.0:1657466.0:6598528.0,Gt Ts,48341,1958683.0:7491224.0:4377610.0:3339160.0:2252452.0:5452754.0:2966879.0:5554254.0:8277716.0:3373285.0:6496482.0:3759846.0,Di Cs,30421,Di Cs,bat,Na Mi Sm Ad,Ahmedabad,02-05-2023,night match,In Pr Le,2023,5893,1.5,0,160.0666667,0,0.605550186,0.91052845,0.945246391,1.013274336,0.819148936,0.96032833,0.962865721,1.134849849,1.00195258,0.909090909,1.37704918,1.012704174,0.995510864,,0.89,1.014669459,1.065802469
9407600,Pl Rs,48950,3009215.0:2162782.0:2089079.0:1837205.0:2252452.0:172199.0:3845029.0:3872756.0:8464392.0:6646240.0:2654028.0,MI Ce Tn,48733,7494668.0:4239640.0:4640824.0:2364543.0:4898074.0:4175107.0:3373138.0:5554254.0:4171691.0:3200966.0:4688998.0,MI Ce Tn,48733,MI Ce Tn,field,Ns Ce Tn,Cape Town,10-01-2023,day/night match,S0,2022/23,1231,2.285714286,0,,1,1,0.661579583,1.608486017,2.028301887,1.387096774,1.102900168,1.381237777,1.036508631,1,1,1,1,1.008483295,0.984215584,0.670454545,0.998026741,1.002564103
9097038,Bn,769,8522310.0:8204881.0:9111213.0:2944514.0:8520931.0:8991737.0:7655437.0:8004716.0:8004751.0:8004744.0:8004730.0,Ud Ab Es,202,3743151.0:8688952.0:8250115.0:2154669.0:1604588.0:8463783.0:8375513.0:6823046.0:7412922.0:8426291.0:1718443.0,Bn,769,Bn,bat,Al At Ct Gd On Ct My Tf 2,Al Amarat,21-02-2022,day match,Ud Ab Es tr of On,2021/22,24254,0.5,0,147.5,0,0.00990099,0.046235551,0.01,0.076923077,0.125,0.00657837,0.019607843,0.035258726,0.928336817,0.157894737,1,0.238095238,0.996003017,0.712075968,0.2,1.030603869,1
9344271,Wn Pe,23869,4165041.0:7500506.0:4880294.0:6625184.0:6640164.0:3373138.0:9361484.0:3851770.0:2659502.0:4159658.0:4239493.0,Bd,22497,4239773.0:4170186.0:1941743.0:4172972.0:6624582.0:310883.0:2625895.0:3845029.0:4165265.0:3062555.0:6646828.0,Bd,22497,Bd,field,Ss Pk Pm,Potchefstroom,18-10-2022,night match,CA T0 Ce,2022/23,9582,0.166666667,100,162.75,1,1.653529412,2.98413398,0.54893617,0.540540541,0.617647059,0.978654323,0.773191381,0.802434064,1.035540705,1.337837838,2.166666667,1.453488372,1.003134891,1.123382471,2.173913043,1.011441529,0.989247312
9272633,Be Ht,33921,1506098.0:8561342.0:5515922.0:5056134.0:3114803.0:7620269.0:2020332.0:2633196.0:7353828.0:5419546.0:7866039.0,Ph Ss,33935,4421689.0:3507090.0:7869994.0:4635658.0:3501889.0:5459516.0:3535853.0:4472397.0:3216569.0:1907352.0:8339701.0,Ph Ss,33935,Ph Ss,field,Be Ct Gd Wa Be,Brisbane,11-01-2023,night match,Bg Bh Le,2022/23,1476,0.888888889,20,162.6363636,1,0.341021797,0.46578712,1.17833935,1.382550336,1,1.033033654,1.169543905,1.011227272,0.707322006,0.202970297,1.02173913,0.242408377,0.993866965,0.789498686,0.552380952,1.059749073,1.016666667
9587017,Ga An Ws,36084,8127230.0:5554212.0:4069666.0:7960847.0:4690188.0:4739580.0:2294823.0:4739552.0:4690328.0:284339.0:9266102.0,St Ks ad Ns Ps,38814,363047.0:3023320.0:7694581.0:3373138.0:6401800.0:4160267.0:3023327.0:1482249.0:6347256.0:8931614.0:6401982.0,Ga An Ws,36084,St Ks ad Ns Ps,field,Kn Ol Bn Bs,Bridgetown,02-09-2023,day match,Cn Pr Le,2023,1406,0.7,25,158.6666667,0,1.966181941,0.887650882,0.996415771,0.891025641,1.029126214,1.041030891,0.956768042,1.011861961,1.134433242,4.720930233,0.636363636,2.841004184,1.017723611,1.209955193,1.055555556,1.018256522,0.987891738
9489353,Ol Is,46759,2089079.0:6282856.0:7787772.0:3057312.0:4640824.0:2020332.0:2083409.0:1613919.0:7276380.0:7866039.0:5231218.0,Nn Ss,46745,6139370.0:4239038.0:6381962.0:3681957.0:4645304.0:1547993.0:4174932.0:1858961.0:1711492.0:5528116.0:3231437.0,Ol Is,46759,Ol Is,bat,Hy Ls,Leeds,11-08-2023,night match,Te Hd Ms Cn,2023,1266,2,0,167.8333333,0,1.140200547,1.923729701,1.13902439,1.226519337,1.431578947,1.06905757,1.269020518,1.236558285,0.915116584,0.531380753,1.181818182,0.586206897,1.007163493,1.054502541,1.101010101,0.951480775,1.029396806
9407824,Pa Cs,48929,4685568.0:4403531.0:3406717.0:2231928.0:319948.0:2486896.0:4888414.0:1858961.0:4239794.0:1711492.0:3373866.0,Ss En Ce,48943,3200973.0:2604825.0:8786749.0:4203499.0:4171859.0:7787772.0:4874820.0:4174932.0:334963.0:2658445.0:3747484.0,Ss En Ce,48943,Ss En Ce,field,Te Ws Sm Jg,Johannesburg,11-02-2023,day/night match,S0,2022/23,3569,1.25,100,160.5833333,1,1.163914689,1.873882402,1.122320303,1.214689266,1.105263158,1.001344024,0.927063874,1.040010539,0.982178218,0.823529412,1.428571429,0.874251497,1.012381314,,1.258823529,0.963917413,1.075434783
9128531,Pb Ks,30407,197658.0:8127181.0:2082044.0:2827327.0:5053082.0:5038046.0:5744850.0:3851518.0:7453697.0:8465057.0:7881845.0,Ss Hd,36014,7491294.0:1945355.0:3127354.0:4203499.0:4230127.0:2642751.0:3693654.0:2282125.0:4874820.0:5618038.0:8725709.0,Ss Hd,36014,Ss Hd,field,Dr DY Pl Ss Ay Mi,Mumbai,17-04-2022,day/night match,In Pr Le,2022,16540,0.714285714,50,163.2142857,1,1.194769817,1.92101664,0.821799308,0.843575419,1.365591398,1.077950499,0.911309674,1.010952374,1.075336043,5.894736842,0.648148148,2.460606061,1.058372579,1.300692104,1.397435897,1.040778341,1.03437816
9433437,Ex,7258,6065548.0:8044490.0:5406064.0:7841826.0:6364588.0:5436878.0:5788320.0:3030733.0:7671306.0:4873014.0:5404440.0,Gn,7573,5164844.0:1722048.0:319948.0:2707431.0:7677767.0:2979857.0:7687259.0:2336487.0:3212292.0:5192830.0:8339701.0,Ex,7258,Ex,bat,Sa Gs Cf,Cardiff,09-06-2023,day/night match,Vy Bt,2023,4521,1.5,50,147.1666667,0,1.973031871,6.145825167,1.637741047,2.048387097,2.28,1.220940507,1.194272517,0.972887249,1.133513351,2.956521739,1.434782609,2.488294314,1.002786725,1.099874061,2.465116279,0.865393652,1.014558233
9086986,Na,209,5836452.0:8246468.0:3065502.0:7500324.0:3377359.0:3633503.0:1547993.0:3876760.0:4176661.0:2311574.0:7488753.0,Ns,118,4502392.0:8076382.0:7253350.0:1539208.0:2658431.0:7891232.0:8354849.0:334963.0:2336487.0:7732934.0:2436776.0,Ns,118,Na,bat,GA Sm Sh Gg Va,Geelong,18-10-2022,day/night match,Ns tr of Aa,2022/23,3961,0.428571429,100,135,1,1.18025974,0.632108369,0.985997666,0.608695652,1.407407407,0.91438738,1.042305658,0.709370492,1.003818008,1,1.1875,1.110091743,0.983504999,1.043456614,0.540540541,0.908822807,0.992307692
9433185,Bm Bs,10366,3612286.0:7681869.0:2275195.0:3890963.0:8210789.0:8044112.0:4051396.0:7184666.0:2170762.0:2855138.0:3245689.0,Ne,8917,4873700.0:2286472.0:2158869.0:2157770.0:4645304.0:3648203.0:3636821.0:164604.0:3216569.0:8819985.0:8040136.0,Bm Bs,10366,Ne,field,Cy Gd Nn,Northampton,31-05-2023,day/night match,Vy Bt,2023,1637,1,100,170.4285714,0,1.325581395,0.660320378,0.979770735,1.087912088,0.716049383,1.039885412,1.006650289,1.233540439,1.145644408,2.116564417,0.862068966,1.876033058,0.982041069,1.043001544,0.863157895,1.010293203,0.99009901
9290616,Ed,20,4685568.0:1749075.0:1655436.0:3651472.0:6381962.0:62432.0:4640824.0:2157770.0:1482998.0:1711492.0:4012203.0,Pn,62,2263736.0:2437021.0:8180570.0:1637320.0:3364234.0:2437049.0:5017144.0:2437077.0:8131255.0:8427978.0:8106713.0,Pn,62,Ed,bat,Nl Sm Ki,Karachi,22-09-2022,night match,Ed tr of Pn,2022,3422,0.772727273,75,170.9666667,1,1,1.65514369,0.957202025,1.079497908,1.166666667,1.116981884,0.862081296,0.809179008,0.986640277,0.957142857,0.892857143,0.946428571,1.046324922,1.082131039,1.269230769,0.960228254,0.999489144
9433339,We,10576,2288789.0:3298427.0:7773338.0:3681957.0:3519011.0:7671313.0:2922611.0:5320118.0:7184232.0:7661996.0:6240632.0,Ne,8917,4873700.0:2286472.0:2157770.0:2158869.0:4645304.0:3648203.0:3636821.0:3216569.0:8819985.0:2082387.0:8040136.0,Ne,8917,Ne,field,Cy Gd Nw Rd Wr,Worcester,04-06-2023,day match,Vy Bt,2023,1525,1.166666667,66.67,162.4444444,1,1,1.857527284,0.990849673,0.969072165,0.8875,0.966452553,1.0926854,1.079628654,1.043418522,1.404907975,0.655172414,1.261157025,0.998816843,0.761385683,0.96875,0.947001705,1.043031226
9793818,An,293,8127363.0:2939124.0:2228393.0:4433575.0:2464349.0:5554282.0:4433547.0:2942827.0:6399210.0:3976965.0:4985546.0,Si La,69,8363221.0:7195082.0:7520344.0:4857838.0:6710850.0:4932864.0:8520105.0:6471870.0:8072056.0:7491091.0:6686658.0,An,293,Si La,field,Zg Uy of Ty Ct Fd,Hangzhou,04-10-2023,day match,Si La tr of Ca,2023,25479,2,0,126,0,0.343544187,0.387865655,1.409230769,2.666666667,1.538461538,1.220614422,1.230639731,1.15175428,1.164405427,2.272727273,0.414634146,1.852413793,1.07042157,1.052497629,0.98245614,1.138323625,0.95837077
9250401,Ze,76,2056830.0:387897.0:391103.0:6572726.0:2097017.0:6662480.0:3471761.0:7859984.0:3788581.0:4001934.0:5643700.0,Ns,118,4502392.0:1635997.0:7253350.0:1539208.0:7891232.0:7905309.0:3083667.0:8354849.0:7732934.0:2436776.0:8947777.0,Ze,76,Ze,bat,Qs Ss Cb Bo,Bulawayo,17-07-2022,day match,Ns tr of Ze,2022,1840,1.4,0,153,0,1.069756098,1.518700519,2.997890295,2.090909091,3.928571429,0.874588874,1.237943251,0.90580779,1.202422697,15.46666667,0.724137931,7.165048544,0.976893531,0.787825017,1.425925926,0.913212035,0.988029827
9250387,Se,174,7692334.0:7342362.0:2154438.0:7342250.0:3167793.0:8096829.0:6816606.0:5425146.0:8366728.0:3878489.0:9253943.0,Jy,28594,7438955.0:8271969.0:8369661.0:3685247.0:7785497.0:7785574.0:3296264.0:4613622.0:2904796.0:3685289.0:3296271.0,Jy,28594,Se,bat,Bo Ac Cb,Bulawayo,17-07-2022,day match,Se tr of Ze,2022,3226,1,0,140,1,1,-167.9,0.041666667,0.333333333,0.5,0.00997556,0.08,0.285714286,1,1,1,1,0.896941925,3.10160329,10,11.34571429,1
9489318,Mr Os,46766,4685568.0:2162782.0:1798705.0:4489722.0:3501889.0:6364588.0:3573723.0:4533682.0:8055417.0:6496482.0:3312350.0,Bm Px,46780,7694581.0:3651472.0:62432.0:2827327.0:7672657.0:8210789.0:6460614.0:1482249.0:3156033.0:3590362.0:1905847.0,Mr Os,46766,Bm Px,field,Od Td Mr,Manchester,07-08-2023,night match,Te Hd Ms Cn,2023,538,1.909090909,100,150.1666667,0,0.486598254,0.697494692,1.098758131,1.234375,1.25,1.062684796,1.45681849,1.511393945,0.90936228,0.443850267,0.755555556,0.486943164,1.025011182,,0.661016949,0.980214163,0.994783905
9128503,Gt Ts,48341,1611364.0:7491224.0:3339160.0:4377610.0:5452754.0:2252452.0:2966879.0:5554254.0:3373285.0:3456424.0:8118053.0,Rn Rs,30428,2162782.0:7833195.0:184960.0:2981614.0:2364543.0:4690188.0:7556051.0:2486896.0:6420126.0:3011735.0:8145878.0,Gt Ts,48341,Rn Rs,field,Dr DY Pl Ss Ay Mi,Mumbai,14-04-2022,night match,In Pr Le,2022,16540,0.444444444,0,161.5,0,1.162790698,0.92584287,0.88253012,0.860696517,0.901098901,1.121016187,0.889334645,0.797962598,0.899257991,0.213235294,0.483870968,0.24893617,0.981308642,1.021132429,0.95505618,0.937143544,0.991068856
9684177,Ma,45954,9822070.0:3388412.0:9822077.0:8118494.0:8228149.0:8118529.0:4020757.0:8724995.0:8228163.0:8442195.0:9009090.0:8118501.0,Mi,11591,8058959.0:9047478.0:1945425.0:5001170.0:1945698.0:4497688.0:9047695.0:7881733.0:5757884.0:7921262.0:8766365.0,Mi,11591,Mi,field,Si Mh Sm Jr,Jaipur,17-10-2023,day match,Sd Mq Ai Ty,2023/24,4661,0.111111111,0,139.3636364,1,1.528525296,0.003022975,0.001123596,0.009174312,0.017241379,0.00839316,0.043784206,0.044328787,1.128032739,2.214953271,1.727272727,2.131782946,0.610264635,0.013897402,0.025641026,0.100097823,1
9407607,Jg Sr Ks,48922,4239773.0:1884973.0:313809.0:4165041.0:2535420.0:4888218.0:4739552.0:4504044.0:4690230.0:1616040.0:328607.0,Ds Sr Gs,48936,2436405.0:2654014.0:3057312.0:4887336.0:2740408.0:2294823.0:4739580.0:4166882.0:3062079.0:1874081.0:4019259.0,Jg Sr Ks,48922,Jg Sr Ks,bat,Kd Dn,Durban,11-01-2023,day/night match,S0,2022/23,2127,2,0,137.2666667,0,1,0.809299588,1.293594306,1.614678899,1.164179104,1.003843175,1.430032195,1.378184727,1,1,1,1,1.001873543,0.96185744,0.771428571,1.066700239,1.005141878
